DESKTOP-T1MRV9V,176077,1,2019-08-01 05:26:17.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,500,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.000,,,,,00:00:00.000,0.0,,,00:00:00.000,,0.0,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,2,2019-08-01 05:26:18.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,000,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,3,2019-08-01 05:26:18.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,500,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,4,2019-08-01 05:26:19.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,000,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,5,2019-08-01 05:26:19.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,500,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,6,2019-08-01 05:26:20.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,000,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,7,2019-08-01 05:26:20.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,500,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,8,2019-08-01 05:26:21.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,000,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,9,2019-08-01 05:26:21.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,500,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,176077,10,2019-08-01 05:26:22.000,0.0,0.0,0.0,0.0,3449.2395,13536.5051,000,0.0,34492395,135365051,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
