DESKTOP-T1MRV9V,157548,1,2019-07-08 05:20:20.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,500,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.000,,,,,00:00:00.000,0.0,,,00:00:00.000,,0.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,2,2019-07-08 05:20:21.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,000,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,3,2019-07-08 05:20:21.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,500,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,4,2019-07-08 05:20:22.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,000,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,5,2019-07-08 05:20:22.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,500,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,6,2019-07-08 05:20:23.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,000,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,7,2019-07-08 05:20:23.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,500,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,8,2019-07-08 05:20:24.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,000,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,9,2019-07-08 05:20:24.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,500,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DESKTOP-T1MRV9V,157548,10,2019-07-08 05:20:25.000,0.0,0.0,0.0,0.0,3449.2723,13536.4707,000,0.0,34492723,135364707,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00:00:00.500,,,,,00:00:00.500,0.0,,,00:00:00.500,,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
